age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Federal-gov'}","(4.0, 13.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Transport-moving', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(6.0, 74.0)","{'Ireland', 'Columbia', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', 'Federal-gov'}","(7.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},{'White'},{'Female'},"(3.0, 73.0)","{'Germany', 'Hungary', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 75.0)",{'Private'},"(2.0, 14.0)","{'Widowed', 'Divorced'}","{'Priv-house-serv', 'Machine-op-inspct', 'Handlers-cleaners', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}",{'White'},{'Female'},"(4.0, 99.0)","{'Yugoslavia', 'United-States', 'Italy', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Federal-gov'}","(4.0, 13.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Transport-moving', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(6.0, 74.0)","{'Ireland', 'Columbia', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', '?'}","(3.0, 14.0)","{'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Sales', 'Adm-clerical', 'Craft-repair', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Unmarried'}","{'White', 'Black', 'Other'}",{'Female'},"(1.0, 98.0)","{'Puerto-Rico', 'Jamaica', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 73.0)",{'Private'},"(2.0, 14.0)","{'Married-civ-spouse', 'Divorced'}","{'Farming-fishing', 'Transport-moving', 'Sales', 'Priv-house-serv', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Wife'}","{'White', 'Black'}",{'Female'},"(3.0, 99.0)","{'Haiti', 'Scotland', 'United-States', 'Jamaica', '?'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Federal-gov'}","(4.0, 13.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Transport-moving', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(6.0, 74.0)","{'Ireland', 'Columbia', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Federal-gov'}","(4.0, 13.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Transport-moving', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(6.0, 74.0)","{'Ireland', 'Columbia', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 72.0)","{'Local-gov', 'Private'}","(4.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Protective-serv', 'Transport-moving', 'Adm-clerical', 'Handlers-cleaners', 'Craft-repair'}","{'Other-relative', 'Not-in-family'}",{'White'},{'Female'},"(10.0, 50.0)","{'Mexico', 'Italy', 'United-States'}",{'<=50K'},n
"(50.0, 77.0)","{'Federal-gov', 'Private', 'Self-emp-inc'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Craft-repair', 'Prof-specialty', 'Sales'}","{'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 60.0)","{'Ireland', 'Peru', 'United-States'}",{'<=50K'},n
"(50.0, 75.0)","{'Local-gov', 'Private'}","(1.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Other'}",{'Female'},"(15.0, 99.0)","{'Mexico', 'China', 'Poland', 'France', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 75.0)","{'Local-gov', 'Private'}","(1.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Other'}",{'Female'},"(15.0, 99.0)","{'Mexico', 'China', 'Poland', 'France', 'United-States', 'Cuba'}",{'>50K'},n
"(50.0, 77.0)","{'Federal-gov', 'Private', 'Self-emp-inc'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Craft-repair', 'Prof-specialty', 'Sales'}","{'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 60.0)","{'Ireland', 'Peru', 'United-States'}",{'<=50K'},n
"(50.0, 77.0)","{'Federal-gov', 'Private', 'Self-emp-inc'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Craft-repair', 'Prof-specialty', 'Sales'}","{'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 60.0)","{'Ireland', 'Peru', 'United-States'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', 'Federal-gov'}","(7.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},{'White'},{'Female'},"(3.0, 73.0)","{'Germany', 'Hungary', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Tech-support'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(6.0, 99.0)","{'Jamaica', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Divorced', 'Never-married', 'Widowed'}","{'Prof-specialty', 'Adm-clerical', 'Craft-repair', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 99.0)","{'Cambodia', 'Outlying-US(Guam-USVI-etc)', 'China', 'Canada', 'Nicaragua', 'Philippines', 'United-States'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Tech-support'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(6.0, 99.0)","{'Jamaica', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', 'Self-emp-inc'}","(9.0, 16.0)","{'Married-spouse-absent', 'Never-married', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Sales', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(5.0, 83.0)","{'Outlying-US(Guam-USVI-etc)', 'United-States'}",{'<=50K'},n
"(51.0, 90.0)","{'Federal-gov', '?'}","(1.0, 14.0)","{'Widowed', 'Divorced'}","{'Prof-specialty', '?'}",{'Not-in-family'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(1.0, 40.0)","{'Italy', 'United-States'}",{'<=50K'},n
"(51.0, 90.0)","{'Federal-gov', '?'}","(1.0, 14.0)","{'Widowed', 'Divorced'}","{'Prof-specialty', '?'}",{'Not-in-family'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(1.0, 40.0)","{'Italy', 'United-States'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', '?'}","(1.0, 15.0)","{'Married-civ-spouse', 'Divorced'}","{'Prof-specialty', 'Farming-fishing', '?'}","{'Other-relative', 'Not-in-family', 'Wife'}",{'White'},{'Female'},"(14.0, 60.0)","{'Mexico', '?', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', '?'}","(1.0, 15.0)","{'Married-civ-spouse', 'Divorced'}","{'Prof-specialty', 'Farming-fishing', '?'}","{'Other-relative', 'Not-in-family', 'Wife'}",{'White'},{'Female'},"(14.0, 60.0)","{'Mexico', '?', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', '?'}","(1.0, 15.0)","{'Married-civ-spouse', 'Divorced'}","{'Prof-specialty', 'Farming-fishing', '?'}","{'Other-relative', 'Not-in-family', 'Wife'}",{'White'},{'Female'},"(14.0, 60.0)","{'Mexico', '?', 'United-States', 'England'}",{'<=50K'},n
"(52.0, 82.0)",{'?'},"(2.0, 14.0)","{'Divorced', 'Widowed', 'Never-married'}",{'?'},"{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 99.0)","{'Germany', 'Puerto-Rico', 'Mexico', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', '?'}","(1.0, 15.0)","{'Married-civ-spouse', 'Divorced'}","{'Prof-specialty', 'Farming-fishing', '?'}","{'Other-relative', 'Not-in-family', 'Wife'}",{'White'},{'Female'},"(14.0, 60.0)","{'Mexico', '?', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 75.0)","{'Private', '?'}","(1.0, 15.0)","{'Married-civ-spouse', 'Divorced'}","{'Prof-specialty', 'Farming-fishing', '?'}","{'Other-relative', 'Not-in-family', 'Wife'}",{'White'},{'Female'},"(14.0, 60.0)","{'Mexico', '?', 'United-States', 'England'}",{'>50K'},n
"(50.0, 81.0)","{'Private', 'Federal-gov'}","(7.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},{'White'},{'Female'},"(3.0, 73.0)","{'Germany', 'Hungary', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', 'Self-emp-inc'}","(9.0, 16.0)","{'Married-spouse-absent', 'Never-married', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Sales', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(5.0, 83.0)","{'Outlying-US(Guam-USVI-etc)', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 83.0)","{'Self-emp-not-inc', 'Private'}","(1.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Transport-moving', 'Sales', 'Craft-repair', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(2.0, 71.0)","{'Mexico', 'Italy', 'Hungary', 'United-States', 'France', 'Jamaica', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 77.0)","{'Local-gov', 'Self-emp-not-inc', 'Private'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Exec-managerial', 'Sales', 'Adm-clerical', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(2.0, 99.0)","{'Germany', '?', 'Yugoslavia', 'Iran', 'United-States'}",{'>50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'Federal-gov'}","(4.0, 16.0)","{'Widowed', 'Divorced'}","{'Exec-managerial', 'Protective-serv', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(12.0, 71.0)","{'Nicaragua', 'Hungary', 'Canada', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 79.0)",{'Self-emp-not-inc'},"(2.0, 15.0)","{'Married-civ-spouse', 'Widowed', 'Divorced'}","{'Craft-repair', 'Adm-clerical', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Wife'}","{'White', 'Black'}",{'Female'},"(5.0, 66.0)","{'?', 'Italy', 'Canada', 'United-States'}",{'>50K'},n
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'Federal-gov'}","(4.0, 16.0)","{'Widowed', 'Divorced'}","{'Exec-managerial', 'Protective-serv', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(12.0, 71.0)","{'Nicaragua', 'Hungary', 'Canada', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'Federal-gov'}","(4.0, 16.0)","{'Widowed', 'Divorced'}","{'Exec-managerial', 'Protective-serv', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(12.0, 71.0)","{'Nicaragua', 'Hungary', 'Canada', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 75.0)","{'Local-gov', 'Private'}","(1.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Other'}",{'Female'},"(15.0, 99.0)","{'Mexico', 'China', 'Poland', 'France', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 75.0)","{'Local-gov', 'Private'}","(1.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Sales', 'Adm-clerical', 'Priv-house-serv', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Other'}",{'Female'},"(15.0, 99.0)","{'Mexico', 'China', 'Poland', 'France', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 72.0)","{'Local-gov', 'Private'}","(4.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Protective-serv', 'Transport-moving', 'Adm-clerical', 'Handlers-cleaners', 'Craft-repair'}","{'Other-relative', 'Not-in-family'}",{'White'},{'Female'},"(10.0, 50.0)","{'Mexico', 'Italy', 'United-States'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(51.0, 90.0)","{'Federal-gov', '?'}","(1.0, 14.0)","{'Widowed', 'Divorced'}","{'Prof-specialty', '?'}",{'Not-in-family'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(1.0, 40.0)","{'Italy', 'United-States'}",{'<=50K'},n
"(51.0, 90.0)","{'Federal-gov', '?'}","(1.0, 14.0)","{'Widowed', 'Divorced'}","{'Prof-specialty', '?'}",{'Not-in-family'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(1.0, 40.0)","{'Italy', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Divorced', 'Never-married', 'Widowed'}","{'Prof-specialty', 'Adm-clerical', 'Craft-repair', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 99.0)","{'Cambodia', 'Outlying-US(Guam-USVI-etc)', 'China', 'Canada', 'Nicaragua', 'Philippines', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', '?'}","(3.0, 14.0)","{'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Sales', 'Adm-clerical', 'Craft-repair', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Unmarried'}","{'White', 'Black', 'Other'}",{'Female'},"(1.0, 98.0)","{'Puerto-Rico', 'Jamaica', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Local-gov', 'Private'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(9.0, 96.0)","{'Puerto-Rico', 'United-States', 'Dominican-Republic', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private'}","(3.0, 15.0)","{'Married-civ-spouse', 'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(21.0, 65.0)",{'United-States'},{'<=50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(4.0, 16.0)","{'Married-civ-spouse', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Protective-serv', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Own-child'}",{'Black'},{'Female'},"(13.0, 62.0)","{'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Local-gov', 'Private'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Tech-support', 'Prof-specialty'}",{'Not-in-family'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(9.0, 96.0)","{'Puerto-Rico', 'United-States', 'Dominican-Republic', '?'}",{'<=50K'},n
"(50.0, 81.0)","{'Self-emp-not-inc', 'Private', 'State-gov', '?'}","(1.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Prof-specialty', '?', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(1.0, 84.0)","{'Poland', 'Outlying-US(Guam-USVI-etc)', 'Hungary', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', '?'}","(3.0, 14.0)","{'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Sales', 'Adm-clerical', 'Craft-repair', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Unmarried'}","{'White', 'Black', 'Other'}",{'Female'},"(1.0, 98.0)","{'Puerto-Rico', 'Jamaica', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 71.0)","{'Local-gov', 'Private'}","(3.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Widowed'}","{'Transport-moving', 'Sales', 'Machine-op-inspct', 'Adm-clerical', 'Tech-support', 'Craft-repair'}","{'Unmarried', 'Wife', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(9.0, 72.0)","{'Puerto-Rico', 'Honduras', 'Greece', 'Nicaragua', 'Hong', 'India', 'Japan', 'Columbia', 'United-States', 'Philippines'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', 'Self-emp-inc'}","(9.0, 16.0)","{'Married-spouse-absent', 'Never-married', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Sales', 'Adm-clerical'}",{'Not-in-family'},"{'White', 'Black'}",{'Female'},"(5.0, 83.0)","{'Outlying-US(Guam-USVI-etc)', 'United-States'}",{'>50K'},n
"(51.0, 88.0)","{'Federal-gov', 'Private', '?'}","(1.0, 14.0)","{'Married-civ-spouse', 'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Machine-op-inspct', 'Adm-clerical', 'Priv-house-serv', '?'}","{'Not-in-family', 'Wife'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 76.0)","{'China', 'Poland', 'Philippines', 'El-Salvador', 'United-States'}",{'<=50K'},n
"(50.0, 81.0)","{'Private', '?'}","(3.0, 14.0)","{'Divorced', 'Married-spouse-absent', 'Never-married'}","{'Sales', 'Adm-clerical', 'Craft-repair', '?', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Unmarried'}","{'White', 'Black', 'Other'}",{'Female'},"(1.0, 98.0)","{'Puerto-Rico', 'Jamaica', 'Canada', 'United-States', 'Cuba'}",{'<=50K'},n
"(50.0, 79.0)","{'Self-emp-not-inc', 'Local-gov', 'State-gov', '?'}","(4.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Prof-specialty', '?', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(3.0, 64.0)","{'Honduras', 'Jamaica', 'Canada', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
"(50.0, 79.0)","{'Self-emp-not-inc', 'Local-gov', 'State-gov', '?'}","(4.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Prof-specialty', '?', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(3.0, 64.0)","{'Honduras', 'Jamaica', 'Canada', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
"(50.0, 71.0)","{'Local-gov', 'Private'}","(3.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Widowed'}","{'Transport-moving', 'Sales', 'Machine-op-inspct', 'Adm-clerical', 'Tech-support', 'Craft-repair'}","{'Unmarried', 'Wife', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(9.0, 72.0)","{'Puerto-Rico', 'Honduras', 'Greece', 'Nicaragua', 'Hong', 'India', 'Japan', 'Columbia', 'United-States', 'Philippines'}",{'<=50K'},n
"(50.0, 80.0)","{'Local-gov', 'State-gov'}","(6.0, 16.0)","{'Widowed', 'Divorced'}","{'Tech-support', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(3.0, 64.0)","{'Iran', 'Canada', 'United-States', '?', 'England'}",{'<=50K'},n
