5,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
2680,"(50.0, 54.0)",{'Private'},"(10.0, 16.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},C9dAfxwCgUXnjoU42ypYDDDswvo/7ySzba3nIG1PmUyhc2HSQbtrAzetW5iARifd/4/8jkOifRXtDz1I1od5KaoQsPKxFcYKUenxlB0s8ihR9Cx5rn9EbH2LZyAiHurLiloh8ZpcmK/PJFRk0MkArecrIDZq6ImzqyFzLXeCoCo=
2681,"(55.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'>50K'},i3D0dXnSf7/HJ+Z2FDzDou+YGdBBOV/ISmvD/xjasyCNELyGjD9oOIOZrnwYsFBnaMdMzY6Xf3vfmti8SnVVlmyE9Mw/rg6OnINTDArBCS+ZoHz3l8Bllrode8svUXhZyr7ZhRUcFjzaIpABWi35nnINCCaE2YwE5uPXSISpDMg=
2682,"(55.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'<=50K'},nNhnkoLaE5obHuqBLznLx+/6fsoxF/mOBAPSozlGkmFE4SFf3o43tVvV41oENZUivsn2G/W3FMVdJIU2r9uRE94EFPYvFJ3BMTOoDutDHFZf+cnkeZKhc8r7ov2c3NHArHP1kl2dtfVE/wjbJlv/WMDRc7esSKVQ4ahH3hMhl8I=
2683,"(55.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'>50K'},YG3luL9POVtF+2SEJSd29SbhEB73CC/Bu8igGT97etrezlQsZnKieNS3J00WTjbFlLeyr1oTryyJ4Bw5PG+FOgB5JyZ7NcmzhXfzvooJb4ykAm8fkGBoi0+H5iJGera4r62lABXjw+DBmp/5Lf9FOw/KIjkYBxfgVflwP2cWfIU=
2684,"(55.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)",{'United-States'},{'<=50K'},DD9NdeoEU2fhGTncSPev4m37P6Mt3M9jseoslq5Dv/zp9uDd8uW0J2qD31TqRmuyN/h5iOze6a4iEav8T3MrFpLBBxJFEKm/m9t6DtUs2ZXh1/GiPREX9W6i5Rvg8omq+lJvzbtsu2ZtGdzL64cHPNZtZhB/1uVFY+GVVSP0dW8=
2685,"(50.0, 58.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(44.0, 50.0)",{'United-States'},{'<=50K'},fIOO5YfD78MMjkI7mrNC+TNX2f8tPAm6GkdRbCGAZBCxbjEDpvdy7D16zPqBZnukjdY49jH2+wZb9AAgf1tbZZ81zK/CAhGxfmrT77tkTevIodepCz5dWFrT+oaDUAWFz3adr8fXRZG+At7XrO7KFTc7QQXkmgRuwkhQzJKo9mg=
2686,"(50.0, 58.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(44.0, 50.0)",{'United-States'},{'<=50K'},L4HWInMsinv+uMe2nOC+WNK+EL+7feKptZtc6jtcHAKDtdA0EJlkp4uogDZ5Tyfx3MCTiZ+McHi6Fw1CDCVuxebCNugp7Jfg4ZS1zKXDWCO4333yG5QfH40s0YMQokC10mLtxdxkguZzMxRGDuaiQOX4Y97LiPnJ+ywEMlycQkc=
2687,"(50.0, 58.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(44.0, 50.0)",{'United-States'},{'<=50K'},D951iRmVJr3vPaT/oDVYXpjljzfm6LvSaV3Fsoo9W3O56TAn36RH4LyEqk1KnO8rBOJm7Hfrh9npa/DE3dzOocAjAU5vcALe3+HDViyJS650sb8AHTV9Ya2ejmgNIJbgUqBEX33gEs3L/GXnPI4qeFcxo2bbVIp0Sgck290nKJ0=
2688,"(50.0, 58.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(44.0, 50.0)",{'United-States'},{'<=50K'},Pw01YKse4RMO04KL8l+btiANH2I7AuvJOZvpwKESnVS94fTUTbjQPM2nypi0L00dn0vQy3OmXH5RxcbaCCTdgVbF5flnG50Qe9S+9eusXrheeqMhHTugxEWcC27YUPZ+H3j8iFJ7E4Eezr7TE6lUS0Y0RZGzFsYLtmN1Bk/08E8=
2689,"(58.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(23.0, 30.0)",{'United-States'},{'<=50K'},DE++NQQM8NRd7ZQtK9zAqdmQ8+Ey85kqBmUVogOrHpDW176Hkt39auIfE7NUpJJc/qpwubNQADaOhVNfuzNbhaegHYvJ27hIDhEVVTYEkQdanvcisfIfHCqBPQ6K1Y9PeOmbu8Z183tlebBxthsWrGtUirQqtEzpzxfcf5LOPC8=
2690,"(58.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(23.0, 30.0)",{'United-States'},{'<=50K'},rvfvXkHT7wQeOs6p8IbzV0wma4lKdmbWuUO0LIouzoPyg2zM6LsnNVlTUzegDmy/NquxCE0gbiqp7Z8IiF5cMLr6ZfuVhybF4xN93kTgXAtj+UnChEnC5tLvTyfAM6199wydP1jDIxZ75i5ApKbGRmfcxUC6vStLrmQwGtK41MY=
2691,"(58.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(23.0, 30.0)",{'United-States'},{'<=50K'},Fy8U6vpnF+mQT2F5tPlah5OKs5eMHMOmFVKU5z7CICHQFg457VGmPyp/zMTK/FEPtQRXfkh65MbmXjZL6G9ZnYO4Qz3ozg/kAj3ANSGaDl2F/ghBtk3OoUGV+R/ynJcZ7KWHFn4Kxs9LQzRsMH3NY/8fl5Cw2kWIiJWQ/HdOV8o=
2692,"(58.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(23.0, 30.0)",{'United-States'},{'<=50K'},F7Pf8CDfqSfk04DGP8sUJYFDk/MMBqt89M1dMtdeoft5+w1MpNQ5oB/mM4ikmcEiYZP7HV643A+CChnc+ShvXAdJScDAb1OUp+e1EDWw+Wx3wLqJKQ90NuJa7E3uoxQZiQxKIKCJqhjMEjmj7clms4zvsG4AxQjmoV3OxAjyH20=
2693,"(58.0, 73.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(23.0, 30.0)",{'United-States'},{'<=50K'},mUahMSQrFwlmTuZdwDZvJdEoMFk+aXeJ+V9Au6zzWBen2/cUaHMowbw+fbDpC9b7zUg5uDot2s2zMpdNKwUmWfsM2LgfJWg6C9sIstkkzc9og+2uYgUCcqVHnrfkpUpLsmVxx4o/Z2MnJrbRWeF9bnbldJDnOWPEUBH8IGyQskU=
2694,"(50.0, 52.0)",{'Private'},"(7.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(32.0, 35.0)",{'United-States'},{'<=50K'},M2dvc4/7NDRXjbYjHKo6Xvmu0bbC1ZyHwoEuiivtL8wVhBf1W1XrtYof+VpWddpzoSvGvWwONwalbaqna5ylp8QjORsIta8/8GoMUSHNLpAatQDOSFFpl6DwN6Kzhg8Y0ZrRbwC4CFOkq5GNLZRMLZSRHBD1f8rqgXFGH1jpij0=
2695,"(50.0, 52.0)",{'Private'},"(7.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(32.0, 35.0)",{'United-States'},{'<=50K'},mu9532Y3sGCjrUfT/6IWW8fowymiRWGzsPsU3+6sacNzDTatDmm8MsILYT00HfYZYx4fCv3HOjwHm9OxXHb7Gi6894FLgHRa8VVV/AkVtW3EY46iTqtknVVH2pAiG9UmA2NUH4yXCmKp8qk55AaCQJfBdyFaEBoBCbkq1x0LASg=
2696,"(50.0, 52.0)",{'Private'},"(7.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(32.0, 35.0)",{'United-States'},{'<=50K'},U+ZVqpZzdYbENzcgcEVdRdoD2njBWmBoTe7EfTHDYk0W9FBC4ZrYDW+vEInXU46QkZqoF3m3suc+lH4dKEURViVF+3pW2RuDZllfcPu64oPlIsi5WGhW/fRDP8zWEu9p5zw55NQarxqCKOP6pO3siPIETOeLiqbkRNivv+X9vZk=
2697,"(50.0, 52.0)",{'Private'},"(7.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(32.0, 35.0)",{'United-States'},{'>50K'},R/kV9Oph5nLm1rJswIUG49WWF9RB8oFZphrXqwpBguccEJDYArZNzdzyFUdFiH9/OJizMmaHCaQIRGAczFgRRA3oA6fMJtCideCo5B1RU2cBM+DOSRG1i/u8YF8ef7xTXHYNGbYKlQx5cxKZYuZwFxgKTtgxZOZbkZJiCUjajsQ=
2698,"(50.0, 52.0)",{'Private'},"(3.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},KqR7amdMWHiwZ8deX0hRwvjFhxpTeSIgDdhAtBvIQUoDpaxx+RWrtBYsfwO349XipSpvIcLKV8+h6j6xywP6Ptf8/VDrmdlfwUFz46+4pqDLfrzBJVpxm9Tqaj0N3h2dsNN+QrgBJhAwHlUBf/dlj5vBR8264kamgxFQTK1Ev1k=
2699,"(50.0, 52.0)",{'Private'},"(3.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},ns33BBy7URAe0q3Hkjtsh6xlit/iJ46H3xML8RcmGIX/6imWk3VBqPBoyiSNS9G5HpJGCjvghn167Vjsetko2+GzouShqYlI4vsp69mq0zQdVhgi5sJnHluTQ0p2io32QKPtOraqlYCN1fa3yemEyyQRi+U3FO30vMNAJpLv/30=
2700,"(50.0, 52.0)",{'Private'},"(3.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},s7cBoaVKqFvaXTU7Ms5QupmGis6PdS1R/QqxwjbESSYJVC3laEwGp0cjfeMq/+vCEPXajASJi4YJug1ufI5LIyZhdUHRSgJQbrSFNceqPdcg4ZIH2/Pbk9yNAShEDGECtCjYLDFzd9YfigpwEp512+Nd0doA+CCtNjlo2KdhOWg=
2701,"(50.0, 52.0)",{'Private'},"(3.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},lUdSeNhXd0Oz8bP6PHc/Au/iF8DHO49PZOEUFXhV/6oYAH3c7LMPWzqJPkekArP2UUoWz0/XbyjMnRhL3rv5xHqSAjwL+E2aoB20dcUTyjYutyQm/x0O5GPBm70aQFPngfBIGBu8dkI5EmXDs8oUKF2d1kUxjmIQEpgzTMc9BwE=
2702,"(50.0, 52.0)",{'Private'},"(3.0, 9.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},icPmDwPJ/C5j+tCC8WYk5pq0R0vZeywUD5gpA7s8V9WSPqw+vKHAOdZLxo+KPq8ykZbrgFwzeVTUOh7GDelzQCbB/e8xDa4SDnvKRtBBMo5LGdCXnq/NRu3YYkw1aVsgPylkWDkskrNBTYDgA1kM3xaZ8TJZ4oF4HLuWb3unBOY=
2703,"(52.0, 65.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},oQ04F/EerAuy5hA4VmRX9UF+yVdzweITdQ9xHR6uanvcDR5SDXXuCpIvX270ZO4i7G/b2m35kMMo6gzLGRGlo0qUglVd53yXf7PTC2Tpjh9Hmeme2NX4A1z6GE9iLylJg0e3rzE0LVpNfsHeAeE0F+HX9Js8CAnOR9pj3jM6vtU=
2704,"(52.0, 65.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},ETPrF65Kl5o7Z6290g0yAcVC7fu/ZJBiAAg0tJSc5Tm+MLBMeZGQLi1Qba60IE62NJt//4ehwXVkL6FDTH3lnOL6j37YEnLiZq7Qmb3UM4IrDkD/cnzAsr2Ce80nwM+bXq+NhMYUvLDoTLqtfHAXBAik+g1KbOkEyagbumw6FfY=
2705,"(52.0, 65.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},Q+n1rn2hMkoT9YRapHBOoQu3uGweFef5fyQb//7Y9KOzwCbtcUeYNLn6oK7qUfIJLFRr6C5WDp896cypqG1gAs7Z8wGVSRIdGCI8v2X2EpUX2nD8Q1ww60KBjM9r1zl6R1/DkPSWjlMEwIyoQ9Z4b+oqXbQ9qH9HNn7DKDQ8R6s=
2706,"(52.0, 65.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},eIqZ3IyjtK0Uy9E8j7cr5Gb0IIa0iuY4A4AwMaI0eOd+x6GZlU1iLbeMjEFS3I+x6zdsdpJy15VG2kUfkvYtAJTDIfzXWwyB1+vbAJQMJYXXYL6rkvxHiC8uxSerpuI75VkvZ++02GfXuNvL+rAcVTZD4aS0x0jBfYbl0R6g4Wg=
2707,"(52.0, 65.0)",{'Private'},"(4.0, 10.0)",{'Divorced'},{'Machine-op-inspct'},{'Unmarried'},{'White'},{'Female'},"(40.0, 50.0)",{'United-States'},{'<=50K'},bhVGRSWzk+e4+QfuHvBAQxeVaHQIYVM6TGhtAWFTocmFfr90Nn0KLA3NvvQq48NrdOS4yZDomG2A7ZCgo9ToMZnDXCJpNf8Fm+65BdttVgPweZ7uZ3vI69jG8/foymHOCZngrFEZiWOGhQIJCsJGkLhavKvaY1eH+k2K1U/OXsA=
2708,"(55.0, 70.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Unmarried'},{'White'},{'Female'},"(17.0, 99.0)",{'United-States'},{'<=50K'},T7unvNKLPC9l/dUlS4CUkwf70BV7Bb9oYTR2wSelctnvqxs2gFPAhDeAXk/2bH4ayEf3bt7mOIH3hUggZfQodQnhTLAnZGxHdmEZjHgKNMVQda3Ico6DLloZiwW59kX5F8OoB6xy6qEzVniKdhpLoNNvBdhBEHS1GszDek+pefw=
2709,"(55.0, 70.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Unmarried'},{'White'},{'Female'},"(17.0, 99.0)",{'United-States'},{'<=50K'},oaB6nu71nrCMGU/dI/E2X0ClSAhmJNsI1QcvZ/WiBXUtXfcqbGiIECw1BYQKYKFD/Ri0G2LVEZ/+kPvqkA/cRPXJTxTgG+qBg9dKZhayhqyxWxNGNsULTsN6wqPOy33PRX6T5PyYvqRh1XcNYspRjLgSsXT0Wf5mFo1triPNcfg=
2710,"(55.0, 70.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Unmarried'},{'White'},{'Female'},"(17.0, 99.0)",{'United-States'},{'<=50K'},a7W6ANm8In8SVGBiFRHU0KSBoaY89K3LiVi4gFBhKWQn/KzNeJsk62vHfJXfNzuzawQVEzi4jc8WXzoBA2hsCjGXWuTmtVtp6I8tLyua79qyrhsIYXghYNPxcTxg9hMwL+r7ZFd4RHAO2LULrnL+GBCumpMbVWUydXoMEOTmpSs=
2711,"(55.0, 70.0)",{'Private'},"(4.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Unmarried'},{'White'},{'Female'},"(17.0, 99.0)",{'United-States'},{'<=50K'},G6MSuvT2NOv8KWU0LIG/Lgh7jSwTVCucq8BTTSd78q/JXfmKw45vauoQvQmIKjw13sgT2QIopKkt15TriGp9D+i8WHBJWSZhsDJGIueMeqc54JRHRy68NFBqiksRaBRT0x5wErz1hA/cO/iZwOvIEMSmeJBbvbA4Kag8XXjA9oI=
2712,"(51.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'>50K'},dOd4olrTjDIlHYlsruPsNQ1E7dwpW7MUJZKQe8CLhxC5Zal6+2kA97K13fQpzqy141h2QswkHKiYKpfPZrUCevPYIpslbaUdgFx7QmUb99L7NrH0Vs1lRCpga+cflgn5Cj6aDR6usnBXMb197KqQFRC2s3cr961SGc3qIRrb60A=
2713,"(51.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},fW6TqJrFQJHLhC2Cha8udjm7qlkdGbGdkLRAVLXGYge+xOKG6KMrm/hBMOmDkNWaZo5tV9HySL+DoxKeQ0He2WmnVWFXyPI5d2tEPErPxZ9rvdjkIHcLdYXUj4/q+PfA2d+eDaw5QBo6XUR8Sg3uV3Pbw0sVn03LckutsFrdT6I=
2714,"(51.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},B1DMcp2D+H1cFrehgM4mUjaYHHVkSRq3IEmJnKQYguGnngNWnyQvQsYS40NC8FzDKLngMBusdmRurFyj2Sfzl3WcrQqv7khaHVJVz2eHMCAphs8mIs8TH4WpEIUHX2Cww+0pDyn51QpVbXIPxcKqW4CdM6rIqrc/OyzxHLTj/2Y=
2715,"(51.0, 54.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},h3Ev9bpJx72+VGFdCVHRP4mWIDsv8cI/DQKBnowuYKXAnGaab0jDu3GXpMFMRSy/FYbJNMnhAdafhonu2H3KGIuVnQXD++CdBr9+7XtET2DYBys++xhEe6C62//uX5iQ8RPsX6YqP4PDRQtjKwpjVat24VOGiXEqbXmr2H0teI0=
2716,"(52.0, 55.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},GxrlxdxQBRhpvtLOAvVCIwtSItHPbVXob/cDDQNqMRVZNxsXTgSqs+8UQ7csV8VgdvUcbIYP3DiRFc1G3TrBzPkqafG6qq08qBnF3TtlS4lfVeRC4vT90G4TOvpks2nxUP4iqSO1kjOpefKSn0jfxMmXdHircx5RpkcgnWtBoEc=
2717,"(52.0, 55.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},WzbdR6ibBAyRe1lDXGf8xyburcF3z5XQTjcNrZkeCxewQcOyxlbFuHfpIidzAfsvpidj8malWj7CxZUZ8mSIP0fIQ9H7WcgDcXG7h8otVpcJ95wUBicN9e54uOLhWKmcZ/9s7fqUnIKSJaMF0X+DqGtLSo46QDSUI8aEvrAcvI8=
2718,"(52.0, 55.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},JmzUmRbNKQUD1d5v5HEAoTNbZMIZ69lMA2zdikQLbbIRcB/7zQsASPQM+nDxOtRtk0GUMIUV3SDyC1RYwC6L7v+NCjrJmXZGZlaGhnhpnX5iPQ72M2EJIKW3sRalQ0pdQE+mvvfdDGXM+rLRyQnPuZ0UckrpoZxId/1nNl6406U=
2719,"(52.0, 55.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},XkP7otrB6kmuUk+4NdIT6NEfN4T2Q9cnbdUScI0LxifSSnO+e+FZAwINQdjaSA5GWv653pGIeMJvyHaRHTj5oHBPPiOGYB3SCVGQRwPPNVCWnJ6haJNdyyI4FRgnx4KFnF9m60fMZJamGMllESuf+SixEPkNT4/vrOGD3RaNh60=
2720,"(50.0, 54.0)",{'Private'},"(10.0, 14.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Q/0CtiE8Yh5iWkc0w/TmjikwejPMfDnyavb1kMyfU4VqJy6kfZ4fsQWA8djslRJFJFCFuDXhAlh6uci3gbaCEbIGOGybGwJd0IpikdFMbFRnZL5Hp9iyHE2OmQIJG6WlVrcgV3ybnt4OlXHcQ41YUWX9bkpowS19md9NzW2Uhtw=
2721,"(50.0, 54.0)",{'Private'},"(10.0, 14.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},oA2lP/SWcfUtwJFAK7INywP83aj0ou61GQruAp8bYKSD5/AOMnNdVeL4N4gRGLSTo/1eyR8o3xd1kHOksvoWmjB9TPmknYy/W2LHJc50lKsD3wsbKskT+nLVnHHX+S07og1sFG9MQMkkbFzKGUWi76ly5IuxtMAjdaC+4+/JV6g=
2722,"(50.0, 54.0)",{'Private'},"(10.0, 14.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'>50K'},FDt8mqZPKFFe7UPIRSkL8d24sMj0EDz7sr9fzj+9MTkDcPJraaz1oLoKQ34FOt+viz0v6dQGQukREf7D6GzxFH3N3CG/ZTpYi4VXAwCj/T4xy4hRo/gRJOk6yIEc356J4+RmiON0R9UKJGiL5WOxy4uIQnp6x+TvAhO6Q2fVxCA=
2723,"(50.0, 54.0)",{'Private'},"(10.0, 14.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},KRTOIsOi0C3PU2E2t5s0n3NErAaGxcJxXL/YezYH9J/AMo1yR/btuEDfxCfXCw1LgP/kUsBOGGsIKK+BfqHX0w0LewL6gC9S7S0rpP/DYB/yDtXnmZC5WeB2IFqkWVvWc/WUVxxxMPPPbouS1bfQCUrkZURbFxwR4J2v//LigrM=
2724,"(50.0, 54.0)",{'Private'},"(10.0, 14.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},qTmFtMf/faUqF7XbmgVqSyJEq9BJqghOoJ++a7qqz8N/sX4w2PrBp3r4PfC04mqG3G1YUJral+X6Oiv3e15G53bLbpJk/+YskJE495tDIFVDWae7xmLTxZoeWSL5hsDb2YbGN6EGZKPHUzWzic+Tz8Q3ssbEDBZRxlm28vt7Mhc=
2725,"(52.0, 57.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(44.0, 47.0)",{'United-States'},{'>50K'},Nu5lKlLLkIiGDGeNhtAeBmWsTBGjEicxMQuSqUgtMS94YDFcd0OacdazxqQ9pVkBwfmqnGPFJ8Nl0gKUCk/0ExvyvzMlVHWhQc3UCKJau4aiDb1VPuUJlLLnVeka9JmzM8oWyxQmoUsyAndrnIFlf/ZM8YJGR+giPnBkx/EOyH8=
2726,"(52.0, 57.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(44.0, 47.0)",{'United-States'},{'>50K'},l2s9HH7NYfq+k+5cSVgl7a8U2MuIX4Im6sJ5KyEDqR8sJKKU7FgdOPkoORz98zKQCQxd/xLbZstsZB/j5ZsEd0TCLgy8Z+CxWtSXhNL6cXsI+HLnFrw8lAe3xl7hbFmNbWBjQE7DgPngww5qZ4CR8thlwVB4S5mINWqGpQb7Scw=
2727,"(52.0, 57.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(44.0, 47.0)",{'United-States'},{'>50K'},SmiLMoy/BbCTb0lCZ9DNTFwc1278GPBs2yaaYuE5/kck22y43bPpW7p3CJ/cgC3L6zFiNMXikhMv8peN3cv2eAlsA1THkUZAPAN/8I72HyWBYP6r1MsIm0k57Sxj/GSFUfhZfqWMBs2hN0saAToAxQkugs0odOLSuew0UdqxqU4=
2728,"(52.0, 57.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(44.0, 47.0)",{'United-States'},{'<=50K'},MlNnybm2XFNQ980Fh/5f8P3GjseJgjz2qHbOW5eqA9dra5W7R2PqhT4YWQvtdTA1+CSc9HWDOvBdZ9E93FMCaaQmPh8Z5Zou9eSJ8vBiDH7YNuc4WUz998dWXYY7LKmvBRN8p5gxArap4mjWWUTJWwNnALOuySQZHZnCu4i0CCM=
2729,"(52.0, 57.0)",{'Private'},"(13.0, 15.0)",{'Divorced'},"{'Prof-specialty' ,'Protective-serv'}",{'Unmarried'},{'White'},{'Female'},"(44.0, 47.0)",{'United-States'},{'<=50K'},a/KoYZqaMhN7OG96zb5tSGdOFAjWkRGd9EGlnjFtdkG7fLM2b/rbGV/1O0M9HxpniSIhSLRZj22Sx50a8BSoK6z9UFqrTlSvPZqtRAcK8da7nU+ukDG8dWEeCJuvgylJ6GbWFuEtNW3oLoI+yRG3Pg6dty9gMiXqIv7h0a0/Zw0=
2730,"(51.0, 61.0)",{'Self-emp-not-inc'},"(9.0, 13.0)",{'Divorced'},"{'Adm-clerical' ,'Sales'}",{'Unmarried'},{'White'},{'Female'},"(40.0, 99.0)",{'United-States'},{'<=50K'},H5faHuGxZMFD6sSFFDIw1ioVsmP4RyIqM5X34zk4FRkC9D3RPUuXtKHRMhBR8q7OlWg8K7ZS1AN2Yhbz3STfRg16Q0nIGI4uZnPjPUci3aXoO3GPbyrBVJ0M+gz2bOmndifNlCLFojanlA0o/WuyzhoIi8uGOHx5rfYoEOLR9kA=
2731,"(51.0, 61.0)",{'Self-emp-not-inc'},"(9.0, 13.0)",{'Divorced'},"{'Adm-clerical' ,'Sales'}",{'Unmarried'},{'White'},{'Female'},"(40.0, 99.0)",{'United-States'},{'<=50K'},RhTOn9uLIh6opmq86DGQEM/XRgM4GG/ucnqrKtHVci3myBSJ9mjxrkAZ/p84adXh/dIR9fNlB7iUS/UufD8PDVaBsJNNO701rKu+zV27EtjxgeerZXf3+R6FXROMm9KGqzmAt/srYl5z1zn9wd5nrq3ZYPbGbTXwSbQ7QNorXlU=
